chromosome,gene_id,locus_tag,gene_name,cds_start,cds_end,strand,product,protein_id,cds_length
NC_000962.3,Rv0910,Rv0910,,1014866,1015297,+,toxin,NP_215425.1,432
NC_000962.3,Rv0911,Rv0911,,1015398,1016168,+,hypothetical protein,NP_215426.1,771
NC_000962.3,Rv0912,Rv0912,,1016236,1016682,+,transmembrane protein,NP_215427.1,447
NC_000962.3,Rv0913c,Rv0913c,,1017220,1018725,-,dioxygenase,NP_215428.1,1506
NC_000962.3,Rv0914c,Rv0914c,,1018730,1019965,-,lipid carrier protein or keto acyl-CoA thiolase,NP_215429.1,1236
NC_000962.3,Rv0915c,Rv0915c,PPE14,1020061,1021329,-,PPE family protein PPE14,YP_177765.1,1269
NC_000962.3,Rv0916c,Rv0916c,PE7,1021347,1021643,-,PE family protein PE7,YP_177766.1,297
NC_000962.3,Rv0917,Rv0917,betP,1022087,1023865,+,glycine betaine transport integral membrane protein BetP,NP_215432.1,1779
NC_000962.3,Rv0918,Rv0918,,1024211,1024684,+,hypothetical protein,NP_215433.1,474
NC_000962.3,Rv0919,Rv0919,,1024684,1025181,+,GCN5-like N-acetyltransferase,NP_215434.1,498
NC_000962.3,Rv0920c,Rv0920c,,1025500,1026816,-,transposase,NP_215435.1,1317
NC_000962.3,Rv0921,Rv0921,,1027104,1027682,+,resolvase,NP_215436.1,579
NC_000962.3,Rv0922,Rv0922,,1027685,1029334,+,transposase,NP_215437.1,1650
NC_000962.3,Rv0923c,Rv0923c,,1029516,1030577,-,hypothetical protein,NP_215438.1,1062
NC_000962.3,Rv0924c,Rv0924c,mntH,1030581,1031864,-,divalent metal cation transporter MntH,YP_177767.1,1284
NC_000962.3,Rv0925c,Rv0925c,,1031899,1032633,-,hypothetical protein,NP_215440.1,735
NC_000962.3,Rv0926c,Rv0926c,,1032713,1033786,-,hypothetical protein,NP_215441.1,1074
NC_000962.3,Rv0927c,Rv0927c,,1033843,1034631,-,oxidoreductase,NP_215442.1,789
NC_000962.3,Rv0928,Rv0928,pstS3,1034903,1036012,+,phosphate ABC transporter substrate-binding lipoprotein PstS,YP_177768.1,1110
NC_000962.3,Rv0929,Rv0929,pstC2,1036028,1036999,+,phosphate ABC transporter permease PstC,NP_215444.1,972
NC_000962.3,Rv0930,Rv0930,pstA1,1036999,1037922,+,phosphate ABC transporter permease PstA,NP_215445.2,924
NC_000962.3,Rv0931c,Rv0931c,pknD,1037923,1039914,-,serine/threonine-protein kinase PknD,NP_215446.1,1992
NC_000962.3,Rv0932c,Rv0932c,pstS2,1039939,1041048,-,phosphate ABC transporter substrate-binding lipoprotein PstS,YP_177769.1,1110
NC_000962.3,Rv0933,Rv0933,pstB,1041264,1042091,+,phosphate ABC transporter ATP-binding protein PstB,NP_215448.1,828
NC_000962.3,Rv0934,Rv0934,pstS1,1042115,1043236,+,phosphate ABC transporter substrate-binding lipoprotein PstS,YP_177770.1,1122
NC_000962.3,Rv0935,Rv0935,pstC1,1043299,1044312,+,phosphate ABC transporter permease PstC,YP_177771.1,1014
NC_000962.3,Rv0936,Rv0936,pstA2,1044317,1045219,+,phosphate ABC transporter permease PstA,NP_215451.1,903
NC_000962.3,Rv0937c,Rv0937c,mku,1045202,1046020,-,non-homologous end joining protein Ku,NP_215452.1,819
NC_000962.3,Rv0938,Rv0938,ligD,1046136,1048412,+,multifunctional non-homologous end joining DNA repair protein/ATP dependent DNA ligase LigD,NP_215453.1,2277
NC_000962.3,Rv0939,Rv0939,,1048412,1050343,+,"bifunctional 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase/cyclase/dehydrase",NP_215454.1,1932
NC_000962.3,Rv0940c,Rv0940c,,1050596,1051459,-,oxidoreductase,NP_215455.1,864
NC_000962.3,Rv0941c,Rv0941c,,1051547,1052317,-,hypothetical protein,NP_215456.1,771
NC_000962.3,Rv0942,Rv0942,,1052360,1052635,+,hypothetical protein,NP_215457.1,276
NC_000962.3,Rv0943c,Rv0943c,,1052699,1053736,-,monooxygenase,NP_215458.1,1038
NC_000962.3,Rv0944,Rv0944,,1053765,1054238,+,formamidopyrimidine-DNA glycosylase,NP_215459.1,474
NC_000962.3,Rv0945,Rv0945,,1054247,1055005,+,oxidoreductase,NP_215460.1,759
NC_000962.3,Rv0946c,Rv0946c,pgi,1055027,1056685,-,glucose-6-phosphate isomerase,NP_215461.1,1659
NC_000962.3,Rv0948c,Rv0948c,,1057649,1057963,-,chorismate mutase,NP_215463.1,315
NC_000962.3,Rv0949,Rv0949,uvrD1,1058260,1060572,+,ATP-dependent DNA helicase UvrD,YP_177772.1,2313
NC_000962.3,Rv0950c,Rv0950c,,1060659,1061654,-,hypothetical protein,NP_215465.1,996
NC_000962.3,Rv0951,Rv0951,sucC,1061964,1063124,+,succinyl-CoA ligase subunit beta,NP_215466.1,1161
NC_000962.3,Rv0952,Rv0952,sucD,1063140,1064048,+,succinyl-CoA ligase subunit alpha,NP_215467.1,909
NC_000962.3,Rv0953c,Rv0953c,,1064117,1064962,-,oxidoreductase,NP_215468.1,846
NC_000962.3,Rv0954,Rv0954,,1065127,1066035,+,transmembrane protein,NP_215469.1,909
NC_000962.3,Rv0955,Rv0955,,1066078,1067442,+,integral membrane protein,NP_215470.1,1365
NC_000962.3,Rv0956,Rv0956,purN,1067561,1068205,+,phosphoribosylglycinamide formyltransferase PurN,NP_215471.1,645
NC_000962.3,Rv0957,Rv0957,purH,1068205,1069773,+,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosinemonophosphate cyclohydrolase,NP_215472.1,1569
NC_000962.3,Rv0958,Rv0958,,1069883,1071259,+,magnesium chelatase,NP_215473.1,1377
NC_000962.3,Rv0959,Rv0959,,1071255,1073270,+,hypothetical protein,NP_215474.1,2016
NC_000962.3,Rv0959A,Rv0959A,vapB9,1073327,1073545,+,antitoxin VapB9,YP_007409620.1,219
NC_000962.3,Rv0960,Rv0960,vapC9,1073545,1073925,+,ribonuclease VapC9,NP_215475.1,381
NC_000962.3,Rv0961,Rv0961,,1074074,1074418,+,integral membrane protein,NP_215476.1,345
NC_000962.3,Rv0962c,Rv0962c,lprP,1074443,1075114,-,lipoprotein LprP,NP_215477.1,672
NC_000962.3,Rv0963c,Rv0963c,,1075300,1076097,-,hypothetical protein,NP_215478.1,798
NC_000962.3,Rv0964c,Rv0964c,,1076199,1076678,-,hypothetical protein,NP_215479.1,480
NC_000962.3,Rv0965c,Rv0965c,,1076781,1077197,-,hypothetical protein,NP_215480.1,417
NC_000962.3,Rv0966c,Rv0966c,,1077236,1077835,-,hypothetical protein,NP_215481.2,600
NC_000962.3,Rv0967,Rv0967,csoR,1077975,1078331,+,copper-sensing transcriptional repressor CsoR,NP_215482.1,357
NC_000962.3,Rv0968,Rv0968,,1078391,1078684,+,hypothetical protein,NP_215483.1,294
NC_000962.3,Rv0969,Rv0969,ctpV,1078743,1081052,+,copper-exporting ATPase,NP_215484.3,2310
NC_000962.3,Rv0970,Rv0970,,1081052,1081681,+,integral membrane protein,NP_215485.1,630
NC_000962.3,Rv0971c,Rv0971c,echA7,1081778,1082584,-,enoyl-CoA hydratase EchA7,NP_215486.1,807
NC_000962.3,Rv0972c,Rv0972c,fadE12,1082587,1083750,-,acyl-CoA dehydrogenase fadE12,NP_215487.1,1164
NC_000962.3,Rv0973c,Rv0973c,accA2,1083750,1085750,-,acetyl/propionyl-CoA carboxylase subuit alpha,NP_215488.1,2001
NC_000962.3,Rv0974c,Rv0974c,accD2,1085759,1087345,-,acetyl-/propionyl-CoA carboxylase subunit beta,NP_215489.1,1587
NC_000962.3,Rv0975c,Rv0975c,fadE13,1087351,1088496,-,acyl-CoA dehydrogenase FadE13,NP_215490.1,1146
NC_000962.3,Rv0976c,Rv0976c,,1088496,1090175,-,hypothetical protein,NP_215491.1,1680
NC_000962.3,Rv0977,Rv0977,PE_PGRS16,1090373,1093141,+,PE-PGRS family protein PE_PGRS16,YP_177773.1,2769
NC_000962.3,Rv0978c,Rv0978c,PE_PGRS17,1093364,1094356,-,PE-PGRS family protein PE_PGRS17,YP_177774.1,993
NC_000962.3,Rv0979c,Rv0979c,,1094673,1094864,-,hypothetical protein,NP_215494.2,192
NC_000962.3,Rv0979A,Rv0979A,rpmF,1094886,1095056,+,50S ribosomal protein L32,YP_177635.1,171
NC_000962.3,Rv0980c,Rv0980c,PE_PGRS18,1095081,1096451,-,PE-PGRS family protein PE_PGRS18,YP_177775.1,1371
NC_000962.3,Rv0981,Rv0981,mprA,1096822,1097505,+,two-component response regulator MrpA,NP_215496.2,684
NC_000962.3,Rv0982,Rv0982,mprB,1097508,1099019,+,two component histidine-protein kinase/phosphatase MprB,NP_215497.1,1512
NC_000962.3,Rv0983,Rv0983,pepD,1099066,1100457,+,serine protease PepD,NP_215498.1,1392
NC_000962.3,Rv0984,Rv0984,moaB2,1100460,1101002,+,pterin-4-alpha-carbinolamine dehydratase,NP_215499.1,543
NC_000962.3,Rv0985c,Rv0985c,mscL,1101028,1101480,-,large-conductance ion mechanosensitive channel,NP_215500.1,453
NC_000962.3,Rv0986,Rv0986,,1101803,1102546,+,adhesion component ABC transporter ATP-binding protein,NP_215501.1,744
NC_000962.3,Rv0987,Rv0987,,1102542,1105106,+,adhesion component ABC transporter permease,NP_215502.1,2565
NC_000962.3,Rv0988,Rv0988,,1105116,1106273,+,hypothetical protein,NP_215503.1,1158
NC_000962.3,Rv0989c,Rv0989c,grcC2,1106408,1107382,-,polyprenyl-diphosphate synthase GrcC,NP_215504.1,975
NC_000962.3,Rv0990c,Rv0990c,,1107446,1108099,-,hypothetical protein,NP_215505.1,654
NC_000962.3,Rv0991c,Rv0991c,,1108175,1108504,-,hypothetical protein,NP_215506.1,330
NC_000962.3,Rv0992c,Rv0992c,,1108581,1109171,-,5-formyltetrahydrofolate cyclo-ligase,NP_215507.1,591
NC_000962.3,Rv0993,Rv0993,galU,1109272,1110189,+,UTP--glucose-1-phosphate uridylyltransferase,NP_215508.1,918
NC_000962.3,Rv0994,Rv0994,moeA1,1110269,1111546,+,molybdopterin molybdenumtransferase 1,YP_177776.1,1278
NC_000962.3,Rv0995,Rv0995,rimJ,1111612,1112220,+,ribosomal-protein-alanine acetyltransferase RimJ,NP_215510.1,609
NC_000962.3,Rv0996,Rv0996,,1112384,1113457,+,transmembrane protein,NP_215511.1,1074
NC_000962.3,Rv0997a,Rv0997a,,1113861,1114109,+,hypothetical protein,YP_009030028.1,249
NC_000962.3,Rv0997,Rv0997,,1114293,1114721,+,hypothetical protein,NP_215512.1,429
NC_000962.3,Rv0998,Rv0998,,1114748,1115746,+,acetyltransferase Pat,NP_215513.1,999
NC_000962.3,Rv0999,Rv0999,,1115767,1116522,+,hypothetical protein,NP_215514.1,756
NC_000962.3,Rv1000c,Rv1000c,,1116534,1117148,-,hypothetical protein,YP_177777.1,615
NC_000962.3,Rv1001,Rv1001,arcA,1117185,1118390,+,arginine deiminase,NP_215517.1,1206
NC_000962.3,Rv1002c,Rv1002c,,1118431,1119939,-,dolichyl-phosphate-mannose--protein mannosyltransferase,NP_215518.1,1509
NC_000962.3,Rv1003,Rv1003,,1120022,1120876,+,rRNA small subunit methyltransferase I,NP_215519.1,855
NC_000962.3,Rv1004c,Rv1004c,,1120892,1122148,-,membrane protein,NP_215520.1,1257
NC_000962.3,Rv1005c,Rv1005c,,1122225,1123598,-,para-aminobenzoate synthase component I,NP_215521.1,1374
NC_000962.3,Rv1006,Rv1006,,1123714,1125414,+,hypothetical protein,NP_215522.1,1701
NC_000962.3,Rv1007c,Rv1007c,metS,1125447,1127003,-,methionine--tRNA ligase,NP_215523.1,1557
NC_000962.3,Rv1008,Rv1008,tatD,1127089,1127880,+,deoxyribonuclease TatD,NP_215524.1,792
NC_000962.3,Rv1009,Rv1009,rpfB,1128091,1129176,+,resuscitation-promoting factor RpfB,NP_215525.1,1086
NC_000962.3,Rv1010,Rv1010,ksgA,1129152,1130102,+,rRNA small subunit methyltransferase A,NP_215526.1,951
NC_000962.3,Rv1011,Rv1011,ispE,1130191,1131108,+,4-diphosphocytidyl-2C-methyl-D-erythritol kinase,NP_215527.1,918
NC_000962.3,Rv1012,Rv1012,,1131128,1131418,+,hypothetical protein,NP_215528.1,291
NC_000962.3,Rv1013,Rv1013,pks16,1131625,1133256,+,polyketide synthase,NP_215529.1,1632
NC_000962.3,Rv1014c,Rv1014c,pth,1133336,1133908,-,peptidyl-tRNA hydrolase,NP_215530.1,573
NC_000962.3,Rv1015c,Rv1015c,rplY,1133924,1134568,-,50S ribosomal protein L25/general stress protein Ctc,NP_215531.1,645
NC_000962.3,Rv1016c,Rv1016c,lpqT,1134788,1135465,-,lipoprotein LpqT,NP_215532.1,678
NC_000962.3,Rv1017c,Rv1017c,prsA,1135504,1136481,-,ribose-phosphate pyrophosphokinase,NP_215533.1,978
NC_000962.3,Rv1018c,Rv1018c,glmU,1136576,1138060,-,bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase,NP_215534.1,1485
NC_000962.3,Rv1019,Rv1019,,1138315,1138905,+,transcriptional regulator,NP_215535.1,591
NC_000962.3,Rv1020,Rv1020,mfd,1138967,1142668,+,transcription-repair coupling factor,NP_215536.1,3702
NC_000962.3,Rv1021,Rv1021,,1142671,1143645,+,nucleoside triphosphate pyrophosphohydrolase,NP_215537.1,975
NC_000962.3,Rv1022,Rv1022,lpqU,1143736,1144464,+,lipoprotein LpqU,NP_215538.1,729
NC_000962.3,Rv1023,Rv1023,eno,1144564,1145850,+,enolase,NP_215539.1,1287
NC_000962.3,Rv1024,Rv1024,,1145858,1146541,+,membrane protein,NP_215540.1,684
NC_000962.3,Rv1025,Rv1025,,1146561,1147025,+,hypothetical protein,NP_215541.1,465
NC_000962.3,Rv1026,Rv1026,,1147019,1147975,+,hypothetical protein,NP_215542.1,957
NC_000962.3,Rv1027c,Rv1027c,kdpE,1148430,1149107,-,transcriptional regulator KdpE,NP_215543.1,678
NC_000962.3,Rv1028c,Rv1028c,kdpD,1149107,1151686,-,sensor protein KdpD,NP_215544.1,2580
NC_000962.3,Rv1028A,Rv1028A,kdpF,1151920,1152009,+,membrane protein KdpF,YP_177636.1,90
NC_000962.3,Rv1029,Rv1029,kdpA,1152012,1153724,+,potassium-transporting ATPase subunit A,NP_215545.1,1713
NC_000962.3,Rv1030,Rv1030,kdpB,1153724,1155850,+,potassium-transporting ATPase subunit B,NP_215546.1,2127
NC_000962.3,Rv1031,Rv1031,kdpC,1155853,1156419,+,potassium-transporting ATPase subunit C,NP_215547.1,567
NC_000962.3,Rv1032c,Rv1032c,trcS,1156429,1157955,-,two component sensor histidine kinase TrcS,NP_215548.1,1527
NC_000962.3,Rv1033c,Rv1033c,trcR,1157966,1158736,-,two component transcriptional regulator TrcR,NP_215549.1,771
NC_000962.3,Rv1037c,Rv1037c,esxI,1160547,1160828,-,ESAT-6 like protein EsxI,NP_215553.1,282
NC_000962.3,Rv1038c,Rv1038c,esxJ,1160858,1161151,-,ESAT-6 like protein EsxJ,NP_215554.1,294
NC_000962.3,Rv1039c,Rv1039c,PPE15,1161300,1162472,-,PPE family protein PPE15,YP_177778.1,1173
NC_000962.3,Rv1040c,Rv1040c,PE8,1162552,1163376,-,PE family protein PE8,YP_177779.1,825
NC_000962.3,Rv1041c,Rv1041c,,1164575,1165435,-,IS2-like transposase,NP_215557.1,861
NC_000962.3,Rv1042c,Rv1042c,,1165095,1165499,-,IS2-like transposase,NP_215558.1,405
NC_000962.3,Rv1043c,Rv1043c,,1165784,1166806,-,hypothetical protein,NP_215559.1,1023
NC_000962.3,Rv1044,Rv1044,,1167053,1167673,+,hypothetical protein,NP_215560.1,621
NC_000962.3,Rv1045,Rv1045,,1167673,1168551,+,hypothetical protein,NP_215561.1,879
NC_000962.3,Rv1047,Rv1047,,1169423,1170667,+,transposase,NP_215563.1,1245
NC_000962.3,Rv1048c,Rv1048c,,1171041,1172153,-,hypothetical protein,NP_215564.1,1113
NC_000962.3,Rv1049,Rv1049,,1172386,1172829,+,transcriptional repressor,NP_215565.1,444
NC_000962.3,Rv1050,Rv1050,,1172881,1173783,+,oxidoreductase,NP_215566.1,903
NC_000962.3,Rv1051c,Rv1051c,,1173948,1174700,-,hypothetical protein,NP_215567.1,753
NC_000962.3,Rv1052,Rv1052,,1175723,1176109,+,hypothetical protein,NP_215568.1,387
NC_000962.3,Rv1056,Rv1056,,1177628,1178389,+,hypothetical protein,NP_215572.1,762
NC_000962.3,Rv1057,Rv1057,,1179396,1180574,+,hypothetical protein,NP_215573.1,1179
NC_000962.3,Rv1058,Rv1058,fadD14,1180684,1182312,+,fatty-acid--CoA ligase FadD14,NP_215574.1,1629
NC_000962.3,Rv1059,Rv1059,,1182391,1183452,+,hypothetical protein,NP_215575.1,1062
NC_000962.3,Rv1060,Rv1060,,1183508,1183978,+,hypothetical protein,NP_215576.1,471
NC_000962.3,Rv1061,Rv1061,,1184015,1184875,+,hypothetical protein,NP_215577.1,861
NC_000962.3,Rv1062,Rv1062,,1184883,1185737,+,hypothetical protein,NP_215578.1,855
NC_000962.3,Rv1063c,Rv1063c,,1185744,1186823,-,NTE family protein,NP_215579.1,1080
NC_000962.3,Rv1064c,Rv1064c,lpqV,1186907,1187323,-,lipoprotein LpqV,NP_215580.1,417
NC_000962.3,Rv1065,Rv1065,,1187435,1187998,+,hypothetical protein,NP_215581.1,564
NC_000962.3,Rv1066,Rv1066,,1187998,1188390,+,hypothetical protein,NP_215582.1,393
NC_000962.3,Rv1067c,Rv1067c,PE_PGRS19,1188424,1190424,-,PE-PGRS family protein PE_PGRS19,YP_177780.1,2001
NC_000962.3,Rv1068c,Rv1068c,PE_PGRS20,1190760,1192148,-,PE-PGRS family protein PE_PGRS20,YP_177781.1,1389
NC_000962.3,Rv1069c,Rv1069c,,1192513,1194273,-,hypothetical protein,NP_215585.1,1761
NC_000962.3,Rv1070c,Rv1070c,echA8,1194273,1195043,-,enoyl-CoA hydratase EchA8,NP_215586.1,771
NC_000962.3,Rv1071c,Rv1071c,echA9,1195058,1196092,-,enoyl-CoA hydratase EchA9,NP_215587.1,1035
NC_000962.3,Rv1072,Rv1072,,1196279,1197112,+,transmembrane protein,NP_215588.1,834
NC_000962.3,Rv1073,Rv1073,,1197231,1198079,+,hypothetical protein,NP_215589.1,849
NC_000962.3,Rv1074c,Rv1074c,fadA3,1198159,1199373,-,beta-ketoacyl CoA thiolase FadA,NP_215590.1,1215
NC_000962.3,Rv1075c,Rv1075c,,1199429,1200370,-,hypothetical protein,NP_215591.1,942
NC_000962.3,Rv1076,Rv1076,lipU,1200767,1201657,+,lipase LipU,NP_215592.1,891
NC_000962.3,Rv1077,Rv1077,cbs,1201717,1203108,+,cystathionine beta-synthase,YP_177782.1,1392
NC_000962.3,Rv1078,Rv1078,,1203313,1204032,+,hypothetical protein,NP_215594.1,720
NC_000962.3,Rv1079,Rv1079,metB,1204067,1205230,+,cystathionine gamma-synthase,NP_215595.1,1164
NC_000962.3,Rv1080c,Rv1080c,greA,1205307,1205798,-,transcription elongation factor GreA,NP_215596.1,492
NC_000962.3,Rv1081c,Rv1081c,,1205987,1206418,-,membrane protein,NP_215597.1,432
NC_000962.3,Rv1082,Rv1082,mca,1206520,1207383,+,mycothiol S-conjugate amidase,NP_215598.1,864
NC_000962.3,Rv1083,Rv1083,,1207383,1207646,+,hypothetical protein,NP_215599.1,264
NC_000962.3,Rv1084,Rv1084,,1207636,1209654,+,hypothetical protein,NP_215600.1,2019
NC_000962.3,Rv1085c,Rv1085c,,1209759,1210484,-,hemolysin-like protein,NP_215601.1,726
NC_000962.3,Rv1086,Rv1086,,1210595,1211380,+,"(2Z,6E)-farnesyl diphosphate synthase",NP_215602.1,786
NC_000962.3,Rv1087,Rv1087,PE_PGRS21,1211560,1213860,+,PE-PGRS family protein PE_PGRS21,YP_177783.1,2301
NC_000962.3,Rv1088,Rv1088,PE9,1214513,1214944,+,PE family protein PE9,YP_177784.1,432
NC_000962.3,Rv1088a,Rv1088a,,1215225,1215404,+,hypothetical protein,YP_009030029.1,180
NC_000962.3,Rv1091,Rv1091,PE_PGRS22,1216469,1219027,+,PE-PGRS family protein PE_PGRS22,YP_177786.1,2559
NC_000962.3,Rv1092c,Rv1092c,coaA,1219251,1220186,-,pantothenate kinase,NP_215608.1,936
NC_000962.3,Rv1093,Rv1093,glyA1,1220574,1221851,+,serine hydroxymethyltransferase,YP_177787.3,1278
NC_000962.3,Rv1094,Rv1094,desA2,1221959,1222783,+,acyl-ACP desaturase DesA,NP_215610.1,825
NC_000962.3,Rv1095,Rv1095,phoH2,1222997,1224295,+,phosphate starvation-inducible protein PsiH,NP_215611.1,1299
NC_000962.3,Rv1096,Rv1096,,1224385,1225257,+,glycosyl hydrolase,NP_215612.1,873
NC_000962.3,Rv1097c,Rv1097c,,1225266,1226144,-,hypothetical protein,NP_215613.1,879
NC_000962.3,Rv1098c,Rv1098c,fum,1226144,1227565,-,fumarate hydratase,NP_215614.1,1422
NC_000962.3,Rv1099c,Rv1099c,glpX,1227599,1228684,-,"fructose 1,6-bisphosphatase",NP_215615.3,1086
NC_000962.3,Rv1100,Rv1100,,1228683,1229381,+,hypothetical protein,NP_215616.1,699
NC_000962.3,Rv1101c,Rv1101c,,1229394,1230548,-,hypothetical protein,NP_215617.1,1155
NC_000962.3,Rv1102c,Rv1102c,mazF3,1230663,1230971,-,mRNA interferase MazF3,NP_215618.1,309
NC_000962.3,Rv1103c,Rv1103c,mazE3,1230974,1231291,-,antitoxin MazE3,NP_215619.1,318
NC_000962.3,Rv1106c,Rv1106c,,1232847,1233956,-,3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase,NP_215622.1,1110
NC_000962.3,Rv1107c,Rv1107c,xseB,1233969,1234223,-,exodeoxyribonuclease VII small subunit,NP_215623.1,255
NC_000962.3,Rv1108c,Rv1108c,xseA,1234216,1235460,-,exodeoxyribonuclease VII large subunit,NP_215624.1,1245
NC_000962.3,Rv1109c,Rv1109c,,1235460,1236095,-,hypothetical protein,NP_215625.1,636
NC_000962.3,Rv1110,Rv1110,lytB2,1236185,1237189,+,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,YP_177788.1,1005
NC_000962.3,Rv1111c,Rv1111c,,1237212,1238192,-,hypothetical protein,NP_215627.2,981
NC_000962.3,Rv1112,Rv1112,,1238255,1239325,+,GTP-binding protein,NP_215628.1,1071
NC_000962.3,Rv1113,Rv1113,vapB32,1239416,1239610,+,antitoxin VapB32,NP_215629.1,195
NC_000962.3,Rv1114,Rv1114,vapC32,1239610,1239981,+,ribonuclease VapC32,NP_215630.1,372
NC_000962.3,Rv1115,Rv1115,,1240187,1240882,+,hypothetical protein,NP_215631.1,696
NC_000962.3,Rv1116,Rv1116,,1241003,1241185,+,hypothetical protein,NP_215632.1,183
NC_000962.3,Rv1117,Rv1117,,1241633,1241953,+,hypothetical protein,NP_215633.1,321
NC_000962.3,Rv1118c,Rv1118c,,1241974,1242831,-,hypothetical protein,NP_215634.1,858
NC_000962.3,Rv1119c,Rv1119c,,1242867,1243013,-,hypothetical protein,NP_215635.1,147
NC_000962.3,Rv1120c,Rv1120c,,1243013,1243504,-,hypothetical protein,NP_215636.1,492
NC_000962.3,Rv1121,Rv1121,zwf1,1243707,1245104,+,glucose-6-phosphate 1-dehydrogenase,YP_177789.1,1398
NC_000962.3,Rv1122,Rv1122,gnd2,1245129,1246148,+,6-phosphogluconate dehydrogenase (decarboxylating),NP_215638.1,1020
NC_000962.3,Rv1123c,Rv1123c,bpoB,1246147,1247052,-,peroxidase BpoB,NP_215639.1,906
NC_000962.3,Rv1124,Rv1124,ephC,1247127,1248074,+,epoxide hydrolase EphC,NP_215640.1,948
NC_000962.3,Rv1125,Rv1125,,1248082,1249323,+,hypothetical protein,NP_215641.1,1242
NC_000962.3,Rv1126c,Rv1126c,,1249333,1249935,-,hypothetical protein,NP_215642.1,603
NC_000962.3,Rv1127c,Rv1127c,ppdK,1249935,1251404,-,"pyruvate, phosphate dikinase PpdK",NP_215643.1,1470
NC_000962.3,Rv1128c,Rv1128c,,1251620,1252972,-,hypothetical protein,NP_215644.1,1353
NC_000962.3,Rv1129c,Rv1129c,,1253077,1254534,-,transcriptional regulator,NP_215645.1,1458
NC_000962.3,Rv1130,Rv1130,prpD,1254555,1256132,+,2-methylcitrate dehydratase,NP_215646.1,1578
NC_000962.3,Rv1131,Rv1131,prpC,1256132,1257310,+,methylcitrate synthase PrpC,NP_215647.1,1179
NC_000962.3,Rv1132,Rv1132,,1257325,1259052,+,hypothetical protein,NP_215648.1,1728
NC_000962.3,Rv1133c,Rv1133c,metE,1259070,1261346,-,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,NP_215649.1,2277
NC_000962.3,Rv1134,Rv1134,,1261922,1262155,+,hypothetical protein,NP_215650.1,234
NC_000962.3,Rv1135c,Rv1135c,PPE16,1262275,1264128,-,PPE family protein PPE16,YP_177790.1,1854
NC_000962.3,Rv1138a,Rv1138a,,1265034,1265435,+,hypothetical protein,YP_009030030.1,402
NC_000962.3,Rv1138c,Rv1138c,,1265475,1266488,-,oxidoreductase,NP_215654.1,1014
NC_000962.3,Rv1139c,Rv1139c,,1266488,1266985,-,hypothetical protein,NP_215655.1,498
NC_000962.3,Rv1140,Rv1140,,1267347,1268192,+,integral membrane protein,NP_215656.1,846
NC_000962.3,Rv1141c,Rv1141c,echA11,1268206,1269009,-,enoyl-CoA hydratase EchA11,NP_215657.1,804
NC_000962.3,Rv1142c,Rv1142c,echA10,1269155,1269958,-,enoyl-CoA hydratase EchA10,NP_215658.1,804
NC_000962.3,Rv1143,Rv1143,mcr,1270062,1271141,+,alpha-methylacyl-CoA racemase,NP_215659.1,1080
NC_000962.3,Rv1144,Rv1144,,1271156,1271905,+,oxidoreductase,NP_215660.1,750
NC_000962.3,Rv1145,Rv1145,,1272423,1273331,+,transmembrane transport protein,NP_215661.1,909
NC_000962.3,Rv1146,Rv1146,,1273355,1274764,+,transmembrane transport protein,NP_215662.1,1410
NC_000962.3,Rv1147,Rv1147,,1274900,1275547,+,hypothetical protein,NP_215663.1,648
NC_000962.3,Rv1148c,Rv1148c,,1276303,1277748,-,hypothetical protein,NP_215664.1,1446
NC_000962.3,Rv1149,Rv1149,,1277893,1278297,+,transposase,NP_215665.1,405
NC_000962.3,Rv1151c,Rv1151c,,1278907,1279617,-,NAD-dependent protein deacylase,NP_215667.1,711
NC_000962.3,Rv1152,Rv1152,,1279655,1280017,+,transcriptional regulator,NP_215668.1,363
NC_000962.3,Rv1153c,Rv1153c,omt,1280001,1280846,-,O-methyltransferase,NP_215669.1,846
NC_000962.3,Rv1154c,Rv1154c,,1280846,1281484,-,hypothetical protein,NP_215670.1,639
NC_000962.3,Rv1155,Rv1155,,1281429,1281869,+,pyridoxine/pyridoxamine 5'-phosphate oxidase,NP_215671.1,441
